-0.015695555	-0.48839444	-0.26913634	0.13450494	0.1873959	-0.2268734	0.40146634	-0.12732278	-0.441838	0.28585082	-0.0015421619	-0.34567407	0.20837809	0.04207714	-0.038208637	0.3432146
-0.5193522	-0.31014618	-0.3954794	-0.22775482	0.021495953	-0.316016	0.48640084	-0.5195783	-0.7724362	-0.28596562	0.25835058	-0.5134345	-0.2802991	-0.3283554	0.10778919	0.4451793
0.29587808	-0.41836232	0.13173008	0.39325017	0.18278737	0.07817798	0.49892768	0.23995632	-0.10087926	0.23538291	-0.2091576	-0.4042486	0.33129478	-0.166899	0.1985467	0.29501256
0.14461575	-0.4656611	-0.20008853	0.26554817	0.04893024	-0.098637655	0.47101673	0.06483842	-0.15082416	0.34813488	-0.06324295	-0.2739582	0.28986254	0.047519863	-0.052339282	0.15890391
0.099337846	-0.2512616	-0.26550487	-0.08668437	-0.11245115	-0.3266499	0.2114975	0.04978355	-0.26040503	0.31233287	-0.062468667	-0.12294591	0.07043914	0.27775064	-0.26515806	0.20860772
0.5325099	-0.43973476	0.70280993	0.7557522	0.18338093	0.7745459	0.6742405	0.5449525	0.53295577	0.37592465	-0.51194996	-0.33113188	0.5950033	-0.38292447	0.5239528	0.2672711
-0.0887713	-0.43817577	-0.17906241	0.1373603	0.13248086	-0.0953854	0.3179767	-0.26938283	-0.3590952	-0.0002695104	0.093811646	-0.13394514	0.04645755	-0.034188516	0.058904838	0.19915003
0.016125567	-0.3132972	-0.087229006	0.12439836	0.31461844	-0.16314578	0.34045792	-0.2137609	-0.36410713	0.09209502	-0.0012576572	-0.19436911	0.086156815	-0.092354394	-0.027029643	0.09559008
0.52482814	-0.36345053	0.5740723	0.42182973	0.2298641	0.40994734	0.26985157	0.44099414	0.49752057	0.56600624	-0.60772014	0.40935764	0.59314543	0.49301878	-0.354135	0.3049794
0.058364864	-0.32314897	0.11059726	0.42964917	0.33564362	0.117534935	0.5517072	-0.00817792	-0.1007511	0.07758065	-0.02600466	-0.33722726	0.21194848	-0.24380594	0.2746079	0.13139331
-0.37010372	-0.2582338	-0.06278544	0.45032302	0.73803055	0.09020582	0.4304852	-0.5795281	-0.24927033	-0.21234524	0.38375297	-0.21231101	0.021026742	-0.3942824	0.24961337	-0.40025648
0.11073259	-0.07736575	0.026399484	-0.16688631	0.547005	-0.24908249	0.1615839	-0.35321128	-0.32254472	0.14677164	-0.3350262	0.2655867	0.17948677	0.33250782	-0.5076693	0.35970575
0.32678267	-0.29811794	-0.2106175	-0.2957259	-0.18582611	-0.3732717	-0.16437171	0.10533442	0.040546082	0.5974912	-0.31751257	0.32998744	0.1568684	0.6001021	-0.5314075	0.026234789
-0.20802702	-0.43283337	-0.2342087	-0.13005513	-0.20700239	-0.19257352	0.3066981	-0.14241491	-0.5240841	-0.033129998	0.058377873	-0.24887049	-0.060732614	-0.0062206443	0.0061460095	0.40173703
-0.4401072	-0.18776892	-0.5407947	-0.57529795	-0.664727	-0.43382305	0.022438468	-0.2663078	-0.69598705	-0.016011432	0.31655625	-0.5308617	-0.45274386	0.17098385	-0.13594072	0.39777064
-0.52960485	-0.050684325	-0.27748924	-0.49716628	-0.20320497	-0.33057526	0.47356486	-0.55837494	-0.812375	-0.3667569	0.04965974	-0.34099403	-0.33627152	-0.011843092	-0.18368722	0.6045936
-0.20456445	-0.09383704	-0.22733301	-0.6285156	-0.61079615	-0.2819828	0.13498291	-0.1272846	-0.6533459	-0.0031764153	-0.143375	-0.23367126	-0.22263022	0.3409963	-0.37748167	0.7787718
